match_id,model,baseline,seed,round,coop,reward,cumulative_reward
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,43,1.0,10.749972050205368,390.8534802998533
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,44,1.0,10.749983047567767,401.60346334742104
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,45,1.0,10.749989717820949,412.353453065242
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,46,1.0,10.749993763539791,423.1034468287818
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,47,1.0,10.74999621739444,433.8534430461762
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,48,1.0,10.749997705733296,444.6034407519095
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,49,1.0,10.749998608456735,455.3534393603662
deepseek_v32__vs__graded_tft__seed101,DeepSeek-V3.2,Graded TFT,101,50,1.0,10.749999155986284,466.1034385163525
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,1,1.0,4.0,4.0
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,3,1.0,5.737743197914256,14.63964285745753
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,4,1.0,6.452973827162612,21.09261668462014
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,5,1.0,3.2565201845424596,24.3491368691626
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,6,1.0,7.441025848945937,31.790162718108537
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,7,1.0,7.788445941419415,39.57860865952795
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,8,1.0,8.076456478529767,47.65506513805772
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,9,1.0,8.325251796646995,55.98031693470472
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,10,1.0,8.546881023733775,64.52719795843849
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,11,1.0,8.751323038989394,73.27852099742789
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,12,1.0,8.945023830663171,82.22354482809106
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,13,1.0,9.145720561356015,91.36926538944708
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,14,1.0,9.349146360924916,100.718411750372
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,15,1.0,9.550047384311448,110.26845913468344
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,16,1.0,9.749394850018714,120.01785398470216
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,17,1.0,9.947787472364023,129.96564145706617
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,18,1.0,10.145593671030312,140.1112351280965
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,19,1.0,10.343039895158501,150.454275023255
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,20,1.0,10.540265228317864,160.99454025157286
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,21,1.0,10.73735505192737,171.73189530350024
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,22,1.0,10.74979348231664,182.48168878581689
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,23,1.0,10.74987473933614,193.23156352515304
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,24,1.0,10.749924025067646,203.9814875502207
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,25,1.0,10.749953918690487,214.73144146891119
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,26,1.0,10.749972050205368,225.48141351911656
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,27,1.0,10.749983047567767,236.23139656668434
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,28,1.0,10.749989717820949,246.98138628450528
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,29,1.0,10.749993763539791,257.7313800480451
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,30,1.0,10.74999621739444,268.4813762654395
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,31,1.0,10.749997705733296,279.2313739711728
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,32,1.0,10.749998608456735,289.9813725796295
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,33,1.0,10.749999155986284,300.7313717356158
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,34,1.0,10.74999948807978,311.4813712236956
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,35,1.0,10.749999689504683,322.2313709132003
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,36,1.0,10.749999811675067,332.9813707248754
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,37,1.0,10.749999885775154,343.7313706106505
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,38,1.0,10.749999930719127,354.48137054136964
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,39,1.0,10.749999957979028,365.23137049934866
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,40,1.0,10.749999974512992,375.98137047386166
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,41,1.0,10.74999998454135,386.73137045840303
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,42,1.0,10.749999990623852,397.4813704490269
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,43,1.0,10.749999994313079,408.23137044334
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,44,1.0,10.74999999655071,418.98137043989067
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,45,1.0,10.7499999979079,429.73137043779855
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,46,1.0,10.749999998731074,440.48137043652963
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,47,1.0,10.749999999230358,451.23137043575997
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,48,1.0,10.749999999533191,461.9813704352932
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,49,1.0,10.749999999716866,472.73137043501004
deepseek_v32__vs__graded_tft__seed102,DeepSeek-V3.2,Graded TFT,102,50,1.0,10.749999999828269,483.4813704348383
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,1,1.0,4.0,4.0
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,3,1.0,5.737743197914256,14.63964285745753
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,4,1.0,6.452973827162612,21.09261668462014
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,5,1.0,7.03473354743033,28.127350232050468
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,6,1.0,7.499356761489178,35.62670699353964
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,7,1.0,7.874286035858203,43.50099302939785
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,8,1.0,8.186093248290184,51.68708627768803
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,9,1.0,8.448964671494203,60.136050949182234
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,10,1.0,8.684554558469525,68.82060550765176
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,11,1.0,8.90286936414416,77.72347487179593
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,12,1.0,9.110379184039502,86.83385405583543
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,13,1.0,9.3111817500719,96.14503580590733
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,14,1.0,9.50784007489565,105.65287588080298
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,15,1.0,9.701945134481047,115.35482101528403
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,16,1.0,9.894479950446282,125.24930096573031
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,17,1.0,10.092885193836924,135.34218615956723
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,18,1.0,10.290699050229954,145.6328852097972
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,19,1.0,10.488149919988981,156.12103512978618
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,20,1.0,10.68537807122826,166.80641320101444
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,21,1.0,10.749659515984732,177.55607271699915
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,22,1.0,6.06234511173748,183.61841782873663
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,23,1.0,10.74987473933614,194.36829256807277
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,24,1.0,10.749924025067646,205.11821659314043
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,25,1.0,10.749953918690487,215.86817051183093
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,26,1.0,10.749972050205368,226.6181425620363
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,27,1.0,10.749983047567767,237.36812560960408
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,28,1.0,10.749989717820949,248.11811532742502
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,29,1.0,10.749993763539791,258.8681090909648
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,30,1.0,-0.5,258.3681090909648
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,31,1.0,3.938833738010432,262.30694282897525
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,32,1.0,8.732939339725036,271.0398821687003
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,33,1.0,9.381808571452328,280.4216907401526
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,34,1.0,0.9279890424170585,281.34967978256964
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,35,1.0,5.635797737380505,286.98547751995017
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,36,1.0,10.39430595116825,297.3797834711184
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,37,1.0,10.53015826936483,307.90994174048325
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,38,1.0,10.61510342528431,318.52504516576755
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,39,1.0,10.667597930270553,329.1926430960381
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,40,1.0,10.699803618067861,339.892446714106
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,41,1.0,10.719473967130781,350.61192068123677
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,42,1.0,10.73145532632524,361.34337600756203
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,43,1.0,10.738741133074473,372.0821171406365
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,44,1.0,10.743167116041995,382.8252842566785
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,45,1.0,10.745854160223072,393.5711384169016
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,46,1.0,-0.5,393.0711384169016
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,47,1.0,3.938833738010432,397.009972154912
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,48,1.0,-0.5,396.509972154912
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,49,1.0,3.938833738010432,400.44880589292245
deepseek_v32__vs__graded_tft__seed103,DeepSeek-V3.2,Graded TFT,103,50,1.0,8.732939339725036,409.1817452326475
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,1,1.0,4.0,4.0
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,3,1.0,2.266704093630043,11.168603753173317
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,4,1.0,2.7510107224551703,13.919614475628487
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,5,1.0,6.848113776474248,20.767728252102735
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,6,1.0,7.256311292559014,28.024039544661747
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,7,1.0,7.583681549476896,35.60772109413864
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,8,1.0,7.854737987570635,43.46245908170928
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,9,1.0,8.088943400387137,51.551402482096414
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,10,1.0,8.296294448739243,59.84769693083565
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,11,1.0,-1.393098958333332,58.45459797250232
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,12,1.0,2.6120479303063995,61.066645902808716
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,13,1.0,7.006367262090981,68.07301316489969
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,14,1.0,7.726432719029432,75.79944588392912
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,15,1.0,8.297361997769379,84.09680788169851
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,16,1.0,8.73857300956686,92.83538089126537
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,17,1.0,9.081093018314188,101.91647390957957
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,18,1.0,9.35452267249735,111.27099658207692
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,19,1.0,-0.9162239583333323,110.35477262374359
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,20,1.0,3.371158775481563,113.72593139922515
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,21,1.0,8.070303321775164,121.7962347210003
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,22,1.0,8.831626047364278,130.62786076836457
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,23,1.0,-8.0,122.62786076836457
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,24,1.0,-0.6728645833333324,121.95499618503123
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,25,1.0,3.6976112605052833,125.65260744553652
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,26,1.0,0.2120676341148826,125.8646750796514
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,27,1.0,4.828091581617237,130.69276666126865
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,28,1.0,9.621494372622859,140.3142610338915
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,29,1.0,10.0006418445933,150.31490287848482
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,30,1.0,10.264076819798696,160.57897969828352
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,31,1.0,10.50570875498164,171.08468845326516
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,32,1.0,10.61510342528431,181.69979187854946
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,33,1.0,10.667597930270553,192.36738980882
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,34,1.0,10.699803618067861,203.06719342688785
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,35,1.0,10.719473967130781,213.78666739401865
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,36,1.0,10.73145532632524,224.51812272034388
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,37,1.0,10.738741133074473,235.25686385341837
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,38,1.0,10.743167116041995,246.00003096946037
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,39,1.0,10.745854160223072,256.7458851296834
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,40,1.0,10.747484874021502,267.4933700037049
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,41,1.0,6.06135572324844,273.55472572695334
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,42,1.0,10.749074540680102,284.30380026763345
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,43,1.0,10.74943865329367,295.05323892092713
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,44,1.0,10.749659515984732,305.80289843691185
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,45,1.0,10.74979348231664,316.5526919192285
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,46,1.0,10.74987473933614,327.3025666585646
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,47,1.0,10.749924025067646,338.05249068363224
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,48,1.0,10.749953918690487,348.80244460232274
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,49,1.0,10.749972050205368,359.5524166525281
deepseek_v32__vs__graded_tft__seed104,DeepSeek-V3.2,Graded TFT,104,50,1.0,1.3749915237838835,360.927408176312
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,1,1.0,4.0,4.0
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,3,1.0,5.737743197914256,14.63964285745753
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,4,1.0,6.452973827162612,21.09261668462014
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,5,1.0,7.03473354743033,28.127350232050468
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,6,1.0,7.499356761489178,35.62670699353964
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,7,1.0,7.874286035858203,43.50099302939785
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,8,1.0,8.186093248290184,51.68708627768803
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,9,1.0,8.455751427951338,60.142837705639366
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,10,1.0,8.698166348627016,68.84100405426638
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,11,1.0,8.923322274351424,77.7643263286178
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,12,1.0,9.137678416908237,86.90200474552603
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,13,1.0,9.345327632177181,96.2473323777032
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,14,1.0,9.548831071124255,105.79616344882746
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,15,1.0,9.749779258891781,115.54594270771923
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,16,1.0,9.949155358413602,125.49509806613284
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,17,1.0,10.147565358052827,135.64266342418566
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,18,1.0,10.34538210026481,145.98804552445046
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,19,1.0,10.542834720732635,156.53088024518308
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,20,1.0,10.740063933967036,167.27094417915012
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,21,1.0,10.749659515984732,178.02060369513487
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,22,1.0,10.74979348231664,188.7703971774515
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,23,1.0,10.74987473933614,199.52027191678766
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,24,1.0,10.749924025067646,210.27019594185532
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,25,1.0,10.749953918690487,221.0201498605458
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,26,1.0,10.749972050205368,231.7701219107512
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,27,1.0,10.749983047567767,242.52010495831894
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,28,1.0,10.749989717820949,253.27009467613988
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,29,1.0,10.749993763539791,264.0200884396797
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,30,1.0,10.74999621739444,274.7700846570741
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,31,1.0,6.062498279299973,280.8325829363741
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,32,1.0,10.749998608456735,291.5825815448308
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,33,1.0,10.749999155986284,302.3325807008171
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,34,1.0,10.74999948807978,313.0825801888969
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,35,1.0,10.749999689504683,323.8325798784016
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,36,1.0,10.749999811675067,334.58257969007667
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,37,1.0,10.749999885775154,345.3325795758518
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,38,1.0,10.749999930719127,356.08257950657094
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,39,1.0,10.749999957979028,366.83257946454995
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,40,1.0,10.749999974512992,377.58257943906295
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,41,1.0,10.74999998454135,388.33257942360433
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,42,1.0,10.749999990623852,399.0825794142282
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,43,1.0,6.062499995734809,405.145079409963
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,44,1.0,10.74999999655071,415.8950794065137
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,45,1.0,10.7499999979079,426.64507940442155
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,46,1.0,10.749999998731074,437.39507940315264
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,47,1.0,10.749999999230358,448.145079402383
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,48,1.0,10.749999999533191,458.8950794019162
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,49,1.0,10.749999999716866,469.64507940163304
deepseek_v32__vs__graded_tft__seed105,DeepSeek-V3.2,Graded TFT,105,50,1.0,6.062499999871202,475.70757940150423
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,1,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,2,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,3,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,4,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,5,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,6,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,7,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,8,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,9,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,10,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,11,0.0,0.0,0.0
deepseek_v32__vs__grim_trigger__seed101,DeepSeek-V3.2,Grim Trigger,101,12,0.0,0.0,0.0
