match_dir,t,seat,agent,kind,action,coop,obs_action,obs_coop,reward,B_eff,B_base,obs_coop_mean,r_obs_prev,r_obs_next,streak_prev,streak_next,gtft_action,N,M,p,lam,seed,switched,matches_gtft
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,38,1,always_defect,deterministic,1,0.0,1,0.0,2.599999551644242,2.599999551644242,2.0,0.8,0.7999999999999999,0.7999999999999999,37,38,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,39,1,always_defect,deterministic,1,0.0,1,0.0,2.5999996994581105,2.5999996994581105,2.0,0.8,0.7999999999999999,0.7999999999999999,38,39,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,40,1,always_defect,deterministic,1,0.0,1,0.0,2.59999979854073,2.59999979854073,2.0,0.8,0.7999999999999999,0.7999999999999999,39,40,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,41,1,always_defect,deterministic,1,0.0,1,0.0,2.5999998649578053,2.5999998649578053,2.0,0.8,0.7999999999999999,0.7999999999999999,40,41,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,42,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999094785067,2.5999999094785067,2.0,0.8,0.7999999999999999,0.7999999999999999,41,42,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,43,1,always_defect,deterministic,1,0.0,1,0.0,2.599999939321627,2.599999939321627,2.0,0.8,0.7999999999999999,0.7999999999999999,42,43,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,44,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999593260696,2.5999999593260696,2.0,0.8,0.7999999999999999,0.7999999999999999,43,44,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,45,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999727354486,2.5999999727354486,2.0,0.8,0.7999999999999999,0.7999999999999999,44,45,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,46,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999817240247,2.5999999817240247,2.0,0.8,0.7999999999999999,0.7999999999999999,45,46,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,47,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999877492472,2.5999999877492472,2.0,0.8,0.7999999999999999,0.7999999999999999,46,47,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,48,1,always_defect,deterministic,1,0.0,1,0.0,2.5999999917880747,2.5999999917880747,2.0,0.8,0.7999999999999999,0.7999999999999999,47,48,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,49,1,always_defect,deterministic,1,0.0,1,0.0,2.599999994495382,2.599999994495382,2.0,0.8,0.7999999999999999,0.7999999999999999,48,49,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,50,1,always_defect,deterministic,1,0.0,1,0.0,2.599999996310144,2.599999996310144,2.0,0.8,0.7999999999999999,0.7999999999999999,49,50,0,5,2,0.0,0.3,101,0.0,0.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,1,2,graded_tft,deterministic,0,1.0,0,1.0,0.5,2.0,2.0,0.8,0.0,0.8,0,1,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,2,2,graded_tft,deterministic,0,1.0,0,1.0,0.5888188941012067,2.1184251921349424,2.0,0.8,0.8,0.8,1,2,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,3,2,graded_tft,deterministic,0,1.0,0,1.0,0.670977033014851,2.227969377353135,2.0,0.8,0.8,0.8000000000000002,2,3,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,4,2,graded_tft,deterministic,0,1.0,0,1.0,0.7416723051491156,2.322229740198821,2.0,0.8,0.8000000000000002,0.8,3,4,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,5,2,graded_tft,deterministic,0,1.0,0,1.0,0.7988165466205321,2.3984220621607095,2.0,0.8,0.8,0.8,4,5,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,6,2,graded_tft,deterministic,0,1.0,0,1.0,0.8427173701800941,2.456956493573459,2.0,0.8,0.8,0.7999999999999999,5,6,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,7,2,graded_tft,deterministic,0,1.0,0,1.0,0.8751445731554699,2.500192764207293,2.0,0.8,0.7999999999999999,0.7999999999999999,6,7,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,8,2,graded_tft,deterministic,0,1.0,0,1.0,0.8984082416910182,2.5312109889213574,2.0,0.8,0.7999999999999999,0.7999999999999999,7,8,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,9,2,graded_tft,deterministic,0,1.0,0,1.0,0.914750849482912,2.5530011326438826,2.0,0.8,0.7999999999999999,0.7999999999999999,8,9,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,10,2,graded_tft,deterministic,0,1.0,0,1.0,0.9260627057808208,2.568083607707761,2.0,0.8,0.7999999999999999,0.7999999999999999,9,10,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,11,2,graded_tft,deterministic,0,1.0,0,1.0,0.9338124110341175,2.57841654804549,2.0,0.8,0.7999999999999999,0.7999999999999999,10,11,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,12,2,graded_tft,deterministic,0,1.0,0,1.0,0.9390844085141532,2.585445878018871,2.0,0.8,0.7999999999999999,0.7999999999999999,11,12,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,13,2,graded_tft,deterministic,0,1.0,0,1.0,0.9426536859621559,2.590204914616208,2.0,0.8,0.7999999999999999,0.7999999999999999,12,13,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,14,2,graded_tft,deterministic,0,1.0,0,1.0,0.9450623309904946,2.5934164413206595,2.0,0.8,0.7999999999999999,0.7999999999999999,13,14,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,15,2,graded_tft,deterministic,0,1.0,0,1.0,0.9466841840905076,2.595578912120677,2.0,0.8,0.7999999999999999,0.7999999999999999,14,15,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,16,2,graded_tft,deterministic,0,1.0,0,1.0,0.9477746391590287,2.5970328522120383,2.0,0.8,0.7999999999999999,0.7999999999999999,15,16,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,17,2,graded_tft,deterministic,0,1.0,0,1.0,0.9485070790278431,2.598009438703791,2.0,0.8,0.7999999999999999,0.7999999999999999,16,17,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,18,2,graded_tft,deterministic,0,1.0,0,1.0,0.9489987175704258,2.5986649567605675,2.0,0.8,0.7999999999999999,0.7999999999999999,17,18,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,19,2,graded_tft,deterministic,0,1.0,0,1.0,0.949328574049547,2.599104765399396,2.0,0.8,0.7999999999999999,0.7999999999999999,18,19,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,20,2,graded_tft,deterministic,0,1.0,0,1.0,0.9495498190036282,2.5993997586715043,2.0,0.8,0.7999999999999999,0.7999999999999999,19,20,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,21,2,graded_tft,deterministic,0,1.0,0,1.0,0.9496981848825801,2.59959757984344,2.0,0.8,0.7999999999999999,0.7999999999999999,20,21,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,22,2,graded_tft,deterministic,0,1.0,0,1.0,0.9497976649067899,2.59973021987572,2.0,0.8,0.7999999999999999,0.7999999999999999,21,22,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,23,2,graded_tft,deterministic,0,1.0,0,1.0,0.9498643606777464,2.5998191475703285,2.0,0.8,0.7999999999999999,0.7999999999999999,22,23,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,24,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499090737254829,2.5998787649673107,2.0,0.8,0.7999999999999999,0.7999999999999999,23,24,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,25,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499390482653423,2.5999187310204563,2.0,0.8,0.7999999999999999,0.7999999999999999,24,25,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,26,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499591419181679,2.599945522557557,2.0,0.8,0.7999999999999999,0.7999999999999999,25,26,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,27,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499726115987894,2.5999634821317192,2.0,0.8,0.7999999999999999,0.7999999999999999,26,27,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,28,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499816408214481,2.599975521095264,2.0,0.8,0.7999999999999999,0.7999999999999999,27,28,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,29,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499876933918239,2.5999835911890985,2.0,0.8,0.7999999999999999,0.7999999999999999,28,29,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,30,2,graded_tft,deterministic,0,1.0,0,1.0,0.949991750596652,2.599989000795536,2.0,0.8,0.7999999999999999,0.7999999999999999,29,30,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,31,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499944702428578,2.599992626990477,2.0,0.8,0.7999999999999999,0.7999999999999999,30,31,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,32,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499962932854298,2.5999950577139064,2.0,0.8,0.7999999999999999,0.7999999999999999,31,32,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,33,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499975153115447,2.5999966870820597,2.0,0.8,0.7999999999999999,0.7999999999999999,32,33,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,34,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499983344620042,2.5999977792826723,2.0,0.8,0.7999999999999999,0.7999999999999999,33,34,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,35,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499988835558129,2.5999985114077506,2.0,0.8,0.7999999999999999,0.7999999999999999,34,35,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,36,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499992516247753,2.599999002166367,2.0,0.8,0.7999999999999999,0.7999999999999999,35,36,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,37,2,graded_tft,deterministic,0,1.0,0,1.0,0.949999498348947,2.5999993311319294,2.0,0.8,0.7999999999999999,0.7999999999999999,36,37,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,38,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499996637331813,2.599999551644242,2.0,0.8,0.7999999999999999,0.7999999999999999,37,38,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,39,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499997745935829,2.5999996994581105,2.0,0.8,0.7999999999999999,0.7999999999999999,38,39,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,40,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499998489055475,2.59999979854073,2.0,0.8,0.7999999999999999,0.7999999999999999,39,40,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,41,2,graded_tft,deterministic,0,1.0,0,1.0,0.949999898718354,2.5999998649578053,2.0,0.8,0.7999999999999999,0.7999999999999999,40,41,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,42,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999321088799,2.5999999094785067,2.0,0.8,0.7999999999999999,0.7999999999999999,41,42,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,43,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999544912203,2.599999939321627,2.0,0.8,0.7999999999999999,0.7999999999999999,42,43,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,44,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999694945522,2.5999999593260696,2.0,0.8,0.7999999999999999,0.7999999999999999,43,44,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,45,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999795515865,2.5999999727354486,2.0,0.8,0.7999999999999999,0.7999999999999999,44,45,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,46,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999862930184,2.5999999817240247,2.0,0.8,0.7999999999999999,0.7999999999999999,45,46,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,47,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999908119354,2.5999999877492472,2.0,0.8,0.7999999999999999,0.7999999999999999,46,47,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,48,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999938410562,2.5999999917880747,2.0,0.8,0.7999999999999999,0.7999999999999999,47,48,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,49,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999958715364,2.599999994495382,2.0,0.8,0.7999999999999999,0.7999999999999999,48,49,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,50,2,graded_tft,deterministic,0,1.0,0,1.0,0.9499999972326081,2.599999996310144,2.0,0.8,0.7999999999999999,0.7999999999999999,49,50,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,1,3,gpt4o_mini,llm,0,1.0,0,1.0,0.5,2.0,2.0,0.8,0.0,0.8,0,1,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,2,3,gpt4o_mini,llm,0,1.0,0,1.0,0.5888188941012067,2.1184251921349424,2.0,0.8,0.8,0.8,1,2,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,3,3,gpt4o_mini,llm,0,1.0,0,1.0,0.670977033014851,2.227969377353135,2.0,0.8,0.8,0.8000000000000002,2,3,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,4,3,gpt4o_mini,llm,0,1.0,0,1.0,0.7416723051491156,2.322229740198821,2.0,0.8,0.8000000000000002,0.8,3,4,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,5,3,gpt4o_mini,llm,0,1.0,0,1.0,0.7988165466205321,2.3984220621607095,2.0,0.8,0.8,0.8,4,5,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,6,3,gpt4o_mini,llm,0,1.0,0,1.0,0.8427173701800941,2.456956493573459,2.0,0.8,0.8,0.7999999999999999,5,6,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,7,3,gpt4o_mini,llm,0,1.0,0,1.0,0.8751445731554699,2.500192764207293,2.0,0.8,0.7999999999999999,0.7999999999999999,6,7,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,8,3,gpt4o_mini,llm,0,1.0,0,1.0,0.8984082416910182,2.5312109889213574,2.0,0.8,0.7999999999999999,0.7999999999999999,7,8,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,9,3,gpt4o_mini,llm,0,1.0,0,1.0,0.914750849482912,2.5530011326438826,2.0,0.8,0.7999999999999999,0.7999999999999999,8,9,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,10,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9260627057808208,2.568083607707761,2.0,0.8,0.7999999999999999,0.7999999999999999,9,10,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,11,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9338124110341175,2.57841654804549,2.0,0.8,0.7999999999999999,0.7999999999999999,10,11,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,12,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9390844085141532,2.585445878018871,2.0,0.8,0.7999999999999999,0.7999999999999999,11,12,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,13,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9426536859621559,2.590204914616208,2.0,0.8,0.7999999999999999,0.7999999999999999,12,13,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,14,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9450623309904946,2.5934164413206595,2.0,0.8,0.7999999999999999,0.7999999999999999,13,14,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,15,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9466841840905076,2.595578912120677,2.0,0.8,0.7999999999999999,0.7999999999999999,14,15,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,16,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9477746391590287,2.5970328522120383,2.0,0.8,0.7999999999999999,0.7999999999999999,15,16,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,17,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9485070790278431,2.598009438703791,2.0,0.8,0.7999999999999999,0.7999999999999999,16,17,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,18,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9489987175704258,2.5986649567605675,2.0,0.8,0.7999999999999999,0.7999999999999999,17,18,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,19,3,gpt4o_mini,llm,0,1.0,0,1.0,0.949328574049547,2.599104765399396,2.0,0.8,0.7999999999999999,0.7999999999999999,18,19,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,20,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9495498190036282,2.5993997586715043,2.0,0.8,0.7999999999999999,0.7999999999999999,19,20,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,21,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9496981848825801,2.59959757984344,2.0,0.8,0.7999999999999999,0.7999999999999999,20,21,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,22,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9497976649067899,2.59973021987572,2.0,0.8,0.7999999999999999,0.7999999999999999,21,22,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,23,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9498643606777464,2.5998191475703285,2.0,0.8,0.7999999999999999,0.7999999999999999,22,23,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,24,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499090737254829,2.5998787649673107,2.0,0.8,0.7999999999999999,0.7999999999999999,23,24,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,25,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499390482653423,2.5999187310204563,2.0,0.8,0.7999999999999999,0.7999999999999999,24,25,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,26,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499591419181679,2.599945522557557,2.0,0.8,0.7999999999999999,0.7999999999999999,25,26,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,27,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499726115987894,2.5999634821317192,2.0,0.8,0.7999999999999999,0.7999999999999999,26,27,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,28,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499816408214481,2.599975521095264,2.0,0.8,0.7999999999999999,0.7999999999999999,27,28,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,29,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499876933918239,2.5999835911890985,2.0,0.8,0.7999999999999999,0.7999999999999999,28,29,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,30,3,gpt4o_mini,llm,0,1.0,0,1.0,0.949991750596652,2.599989000795536,2.0,0.8,0.7999999999999999,0.7999999999999999,29,30,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,31,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499944702428578,2.599992626990477,2.0,0.8,0.7999999999999999,0.7999999999999999,30,31,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,32,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499962932854298,2.5999950577139064,2.0,0.8,0.7999999999999999,0.7999999999999999,31,32,0,5,2,0.0,0.3,101,0.0,1.0
ac-ad-gtft-gpt4om-grok41f__hc0e419__n5__m2__p0.00__l0.30__s101,33,3,gpt4o_mini,llm,0,1.0,0,1.0,0.9499975153115447,2.5999966870820597,2.0,0.8,0.7999999999999999,0.7999999999999999,32,33,0,5,2,0.0,0.3,101,0.0,1.0
